UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,,
LARCENY,201561205,6/4/2020,3167 PEACHTREE RD NE,206,Buckhead Village,B,33.84031,-84.37588,,
LARCENY,201561228,6/4/2020,1341 METROPOLITAN PKWY SW,301,Capitol View,X,33.71805,-84.40809,,
BURGLARY,201561287,6/4/2020,2800 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75431,-84.4793,,
LARCENY,201561291,6/4/2020,15 WALL ST SE,511,Downtown,M,33.75359,-84.38986,,
BURGLARY,201550024,6/3/2020,1057 ASTOR AVE SW,306,Sylvan Hills,X,33.7017,-84.42322,,
AGG ASSAULT,201550087,6/3/2020,607 LAKESIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.74528,-84.31676,,
BURGLARY,201550113,6/3/2020,69 CLEVELAND ST SE,606,Reynoldstown,N,33.7516,-84.35067,,
AGG ASSAULT,201550124,6/3/2020,255 COURTLAND ST NE @HILTON HOTEL,509,Downtown,M,33.76157,-84.38314,,
BURGLARY,201550179,6/3/2020,906 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73794,-84.41735,,
AGG ASSAULT,201550188,6/3/2020,112 COURTLAND ST NE,510,Downtown,M,33.7574,-84.38475,,
LARCENY,201550195,6/3/2020,748 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.7728,-84.41168,,
BURGLARY,201550219,6/3/2020,3030 HEADLAND DR SW,411,Greenbriar,R,33.68947,-84.48798,,
LARCENY,201550248,6/3/2020,57 HAMMOCK PL SE,304,Summerhill,V,33.74117,-84.38583,,
LARCENY,201550254,6/3/2020,50 PEACHTREE ST NW,508,Downtown,M,33.75546,-84.38928,,
LARCENY,201550274,6/3/2020,1472 MOZLEY PL SW,104,Mozley Park,K,33.75095,-84.43566,,
BURGLARY,201550284,6/3/2020,50 UPPER ALABAMA ST SW,511,Downtown,M,33.75194,-84.38964,,
LARCENY,201550342,6/3/2020,1820 HOLLYWOOD RD NW,113,Scotts Crossing,G,33.80548,-84.47103,,
LARCENY,201550430,6/3/2020,3350 DONALD LEE HOLLOWELL PKWY NW,114,Bankhead/Bolton,H,33.78988,-84.49956,,
LARCENY,201550432,6/3/2020,1365 ENGLISH ST NW,103,Blandtown,D,33.79364,-84.41913,,
AUTO THEFT,201550435,6/3/2020,284 HUNNICUTT ST NW,504,Downtown,M,33.76655,-84.39578,,
LARCENY,201550437,6/3/2020,678 10TH ST NW,501,Home Park,E,33.78128,-84.4097,,
LARCENY,201550516,6/3/2020,1959 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70262,-84.38491,,
LARCENY,201550528,6/3/2020,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80121,-84.40791,,
LARCENY,201550551,6/3/2020,3393 PEACHTREE RD NE @LENOX SQUARE,210,Lenox,B,33.84676,-84.36212,,
LARCENY,201550555,6/3/2020,465 MEMORIAL DR SE,605,Grant Park,W,33.74651,-84.37221,,
LARCENY,201550597,6/3/2020,600 PEACHTREE BATTLE AVE NW,205,Woodfield,C,33.82308,-84.40912,,
BURGLARY,201550639,6/3/2020,3376 PEACHTREE RD NE,208,North Buckhead,B,33.84934,-84.3664,,
LARCENY,201550645,6/3/2020,2985 METROPOLITAN PKWY SW,311,Hammond Park,X,33.67364,-84.40893,,
LARCENY,201550704,6/3/2020,3393 PEACHTREE RD,207,Lenox,B,33.84676,-84.36212,,
LARCENY,201550718,6/3/2020,3390 ANNELAINE DR SW,406,West Manor,I,33.73472,-84.49908,,
AUTO THEFT,201550742,6/3/2020,85 MELDON AVE SE,305,South Atlanta,Y,33.71128,-84.38729,,
LARCENY,201550749,6/3/2020,827 POLLARD BLVD SW,304,Summerhill,V,33.73215,-84.39121,,
AGG ASSAULT,201550762,6/3/2020,1935 ALISON CT SW @FRANCISCAN CLUB APT,410,Fort Valley,R,33.70045,-84.45071,,
AGG ASSAULT,201550773,6/3/2020,2845 CASCADE RD SW,406,Cascade Heights,I,33.72043,-84.48156,,
ROBBERY,201550811,6/3/2020,1894 CAMPBELLTON RD SW,408,Pomona Park,R,33.70859,-84.45117,,
LARCENY,201550821,6/3/2020,379 WILSON MILL RD SW,407,Wilson Mill Meadows,H,33.75254,-84.51565,,
ROBBERY,201550865,6/3/2020,1021 FAIR ST,104,Ashview Heights,T,33.74929,-84.4213,,
BURGLARY,201550879,6/3/2020,2909 CAMPBELLTON RD SW,409,Southwest,R,33.69869,-84.48265,,
AUTO THEFT,201550881,6/3/2020,777 MEMORIAL DR SE,606,Reynoldstown,N,33.74629,-84.36037,,
ROBBERY,201550886,6/3/2020,1355 RALPH D ABERNATHY BLVD SW,401,West End,T,33.7394,-84.43203,,
LARCENY,201550922,6/3/2020,1221 CAROLINE ST NE,609,Edgewood,O,33.75825,-84.34875,,
AUTO THEFT,201550941,6/3/2020,2561 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82487,-84.36709,,
ROBBERY,201550959,6/3/2020,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403,,
LARCENY,201550963,6/3/2020,637 JOSEPH E BOONE BLVD NW,506,English Avenue,L,33.76366,-84.40838,,
LARCENY,201550968,6/3/2020,4020 ROSWELL RD NE,209,East Chastain Park,B,33.86484,-84.3811,,
LARCENY,201550971,6/3/2020,650 PONCE DE LEON AVE,614,Midtown,E,33.77469,-84.36561,,
AUTO THEFT,201550984,6/3/2020,S1080 WEST PEACHTREE ST NW,508,Midtown,E,33.7847,-84.38817,,
AGG ASSAULT,201550999,6/3/2020,1974 SYLVAN RD SW,306,Sylvan Hills,X,33.70008,-84.41803,,
LARCENY,201551026,6/3/2020,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,207,,E,33.80881,-84.3951,,
LARCENY,201551030,6/3/2020,1049 JUNIPER ST NE,503,Midtown,E,33.78328,-84.38196,,
BURGLARY,201551039,6/3/2020,1901 FLAT SHOALS RD SE,612,East Atlanta,W,33.72754,-84.32567,,
BURGLARY,201551060,6/3/2020,1862 EVANS DR SW,306,Sylvan Hills,X,33.70329,-84.42191,,
AGG ASSAULT,201551070,6/3/2020,2492 ABNER PL NW,110,Carver Hills,G,33.79927,-84.46712,,
AGG ASSAULT,201551092,6/3/2020,80 JESSE HILL JR DR NE,510,Downtown,M,33.75657,-84.38034,,
LARCENY,201551109,6/3/2020,54 PEACHTREE ST SW,511,Downtown,M,33.75317,-84.39128,,
BURGLARY,201551130,6/3/2020,1710 HADLOCK ST SW,408,,R,33.70891,-84.4457,,
AGG ASSAULT,201551386,6/3/2020,1176 OAKLAND LN SW,403,Oakland City,S,33.7194,-84.42652,,
AGG ASSAULT,201551436,6/3/2020,600 MARTIN ST SE,304,Summerhill,V,33.73817,-84.38376,,
BURGLARY,201551453,6/3/2020,3050 MARTIN LUTHER KING JR DR,405,Harland Terrace,I,33.75237,-84.48653,,
AGG ASSAULT,201481562,6/3/2020,2119 HOWELL MILL ROAD,205,Springlake,C,33.81368,-84.41439,,
LARCENY,201530619,6/2/2020,725 PONCE DE LEON AV NE,602,,,0,0,,
AGG ASSAULT,201540014,6/2/2020,1503 PEACHTREE PARK DR NE,207,,E,33.81371,-84.38937,,
LARCENY,201540082,6/2/2020,232 FORSYTH ST SW @GREYHOUND STATION,512,Downtown,M,33.74852,-84.39636,,
BURGLARY,201540091,6/2/2020,1270 SPRING ST NW,502,Midtown,E,33.78949,-84.38994,,
AGG ASSAULT,201540138,6/2/2020,1856 WELLS DR SW,409,Southwest,R,33.70488,-84.46865,,
LARCENY,201540265,6/2/2020,915 W PEACHTREE ST NE,503,Midtown,E,33.77975,-84.38698,,
AGG ASSAULT,201540275,6/2/2020,840 MCDONOUGH BLVD SE,607,Custer/McDonough/Guice,W,33.70874,-84.35887,,
BURGLARY,201540306,6/2/2020,433 N HIGHLAND AVE NE,602,Inman Park,N,33.7656,-84.35362,,
AUTO THEFT,201540307,6/2/2020,3098 PIEDMONT RD NE,206,Buckhead Village,B,33.84016,-84.3702,,
LARCENY,201540322,6/2/2020,1101 ARBOR GATES DR NE,210,Pine Hills,B,33.82743,-84.35839,,
BURGLARY,201540327,6/2/2020,914 HOWELL MILL RD NW,501,Home Park,E,33.77987,-84.41063,,
LARCENY,201540367,6/2/2020,3432 PIEDMONT RD NE,208,Buckhead Forest,B,33.84898,-84.37567,,
LARCENY,201540368,6/2/2020,469 MARIETTA ST NW,504,Downtown,M,33.76564,-84.39669,,
LARCENY,201540387,6/2/2020,19 JOSEPH E LOWERY BLVD NW,102,Vine City,L,33.75522,-84.41743,,
AUTO THEFT,201540401,6/2/2020,780 MAGNOLIA WAY NW,102,Vine City,L,33.75804,-84.41373,,
LARCENY,201540411,6/2/2020,901 OAKDALE RD NE,608,Druid Hills,N,33.7788,-84.33666,,
BURGLARY,201540473,6/2/2020,768 MARIETTA,504,Marietta Street Artery,E,33.77331,-84.40403,,
LARCENY,201540503,6/2/2020,1353 ELLSWORTH INDUSTRIAL BLVD NW,103,Blandtown,D,33.79163,-84.42683,,
LARCENY,201540521,6/2/2020,44 OLD IVY SQ NE,209,North Buckhead,B,33.85524,-84.37976,,
LARCENY,201540598,6/2/2020,1712 RICHMOND AVE SE,307,Lakewood Heights,Y,33.70795,-84.37753,,
AUTO THEFT,201540623,6/2/2020,1865 CHESHIRE BRIDGE RD NE @CHESHIRE MOTOR INN,613,Morningside/Lenox Park,F,33.80864,-84.36137,,
BURGLARY,201540637,6/2/2020,1630 NORTHSIDE DR NW,207,Berkeley Park,D,33.79941,-84.40819,,
LARCENY,201540646,6/2/2020,460 JEFFERSON CHASE CIR SE,312,Glenrose Heights,Z,33.66679,-84.38262,,
LARCENY,201540654,6/2/2020,705 PIEDMONT AVE NE,505,Midtown,E,33.77385,-84.38154,,
ROBBERY,201540779,6/2/2020,2344 NISKEY LAKE RD SW,413,Fairburn,P,33.69093,-84.52708,,
LARCENY,201540782,6/2/2020,887 HOWELL MILL RD,504,Marietta Street Artery,E,33.77941,-84.40971,,
LARCENY,201540806,6/2/2020,1354 WESTBORO DR SW,402,Oakland City,S,33.73187,-84.432,,
LARCENY,201540807,6/2/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,,
LARCENY,201540815,6/2/2020,376 ASHWOOD AVE SW,307,Lakewood Heights,Y,33.70486,-84.4014,,
BURGLARY,201540871,6/2/2020,75 ADAIR AVE SE,307,Lakewood Heights,Y,33.70613,-84.38577,,
AUTO THEFT,201540885,6/2/2020,101 VERANDA CIR SE,604,Sweet Auburn,M,33.75144,-84.37806,,
LARCENY,201540913,6/2/2020,1381 KIMBERLY WAY SW,412,Ashley Courts,P,33.71745,-84.52265,,
LARCENY,201540944,6/2/2020,988 MAYSON TURNER RD NW,105,Washington Park,K,33.76003,-84.41919,,
BURGLARY,201541028,6/2/2020,2436 BOLTON RD NW,201,,C,33.82126,-84.45414,,
HOMICIDE,201541087,6/2/2020,1191 ARLINGTON AVE SW,403,Oakland City,S,33.72564,-84.42642,,
LARCENY,201541109,6/2/2020,1281 MARTIN ST SE,305,South Atlanta,Y,33.71936,-84.38428,,
LARCENY,201541114,6/2/2020,213 FAIRBURN RD NW @FAIRBURN GORDON APT,111,Adamsville,H,33.76132,-84.50395,,
AGG ASSAULT,201541120,6/2/2020,3227 DALE LN SW,409,Southwest,R,33.6943,-84.49435,,
LARCENY,201541144,6/2/2020,40 BROWN AVE SE,305,South Atlanta,Y,33.71387,-84.38698,,
AUTO THEFT,201541153,6/2/2020,637 COOPER ST SW,303,Mechanicsville,V,33.73755,-84.39722,,
LARCENY,201541159,6/2/2020,2630 OAKDALE ST NW,103,Riverside,D,33.80868,-84.47376,,
LARCENY,201541205,6/2/2020,931 MONROE DR NE ;Multiple,614,Midtown,E,33.77986,-84.36917,,
AUTO THEFT,201541236,6/2/2020,2315 GLENWOOD AVE SE,611,East Lake,O,33.73984,-84.31149,,
LARCENY,201541238,6/2/2020,170 BOULEVARD SE,606,Cabbagetown,N,33.7497,-84.36996,,
LARCENY,201541324,6/2/2020,1271 MARTIN ST SE,305,South Atlanta,Y,33.71958,-84.3841,,
BURGLARY,201541347,6/2/2020,65 ALABAMA ST SW @UNDERGROUND ATLANTA,511,Downtown,M,33.75258,-84.38992,,
BURGLARY,201541403,6/2/2020,50 UPPER ALABAMA ST SW,511,Downtown,M,33.75194,-84.38964,,
BURGLARY,201541581,6/2/2020,647 ATWOOD ST SW,402,West End,T,33.73759,-84.42967,,
AGG ASSAULT,201531621,6/2/2020,1177 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.7636,-84.42627,,
AGG ASSAULT,201531638,6/1/2020,2625 PIEDMONT RD,211,Lindbergh/Morosgo,B,33.82361,-84.36727,,
AGG ASSAULT,201531688,6/1/2020,3181 DONALD LEE HOLLOWELL PKWY NW @PETRO TRUCK STOP,113,Brookview Heights,G,33.78619,-84.49113,,
LARCENY,201531699,6/1/2020,1365 PEACHTREE ST NE,502,Midtown,E,33.79209,-84.38532,,
LARCENY,201530635,6/1/2020,3393 PEACHTREE RD NE @ LENOX MALL,210,Lenox,B,33.84676,-84.36212,,
LARCENY,201530670,6/1/2020,842 PEACHTREE ST NE,505,Midtown,E,33.77756,-84.38482,,
LARCENY,201530677,6/1/2020,421 PATRICIA CREEK SW,405,Florida Heights,I,33.74609,-84.46795,,
BURGLARY,201530702,6/1/2020,1936 HOSEA L WILLIAMS DR NE,610,Kirkwood,O,33.75292,-84.32397,,
LARCENY,201530727,6/1/2020,1623 BELMONT AVE SW,301,Capitol View,X,33.7106,-84.41023,,
LARCENY,201530744,6/1/2020,1524 S GORDON ST SW,404,Westview,T,33.73952,-84.43777,,
AUTO THEFT,201530747,6/1/2020,982 HUBBARD ST SW ,302,Pittsburgh,V,33.7281,-84.40241,,
LARCENY,201530775,6/1/2020,190 MARIETTA ST NW,507,Downtown,M,33.75757,-84.39487,,
LARCENY,201530779,6/1/2020,848 FOX ST NW,506,English Avenue,L,33.77198,-84.41519,,
ROBBERY,201530801,6/1/2020,821 MAYNARD TER SE,612,East Atlanta,W,33.73166,-84.33592,,
LARCENY,201530827,6/1/2020,190 MARIETTA ST NW,507,Downtown,M,33.75757,-84.39487,,
AUTO THEFT,201530831,6/1/2020,479 JOSEPH E BOONE BLVD NW @GWCC EXXON,506,English Avenue,L,33.7638,-84.40349,,
AGG ASSAULT,201530833,6/1/2020,1112 OAK KNOLL TER SE,307,Lakewood Heights,Y,33.70836,-84.3766,,
HOMICIDE,201530847,6/1/2020,163 BAKER HIGHLAND CONN NE,604,Old Fourth Ward,M,33.76209,-84.38083,,
ROBBERY,201530853,6/1/2020,690 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.7085,-84.36154,,
AGG ASSAULT,201530866,6/1/2020,842 PEACHTREE ST NE,505,Midtown,E,33.77756,-84.38482,,
BURGLARY,201530892,6/1/2020,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85302,-84.36278,,
BURGLARY,201530908,6/1/2020,28414 PLANTATION DR NE,210,Pine Hills,B,33.83528,-84.35677,,
LARCENY,201530910,6/1/2020,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,603,Old Fourth Ward,M,33.77067,-84.38023,,
LARCENY,201530922,6/1/2020,78 PEACHTREE MEMORIAL DR NW,205,,C,33.81695,-84.39267,,
LARCENY,201530940,6/1/2020,235 PHARR RD NE,206,Garden Hills,B,33.83698,-84.38004,,
BURGLARY,201530955,6/1/2020,3056 BOLLING WAY NE,206,Buckhead Village,B,33.83852,-84.38007,,
LARCENY,201530956,6/1/2020,3335 MARTIN L KING JR DR NW,111,Adamsville,H,33.7551,-84.49652,,
BURGLARY,201530965,6/1/2020,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85302,-84.36278,,
LARCENY,201530984,6/1/2020,120 RALPH MCGILL,509,Downtown,M,33.76435,-84.38301,,
ROBBERY,201530985,6/1/2020,3254 NORTHSIDE PKWY NW,201,,C,33.84206,-84.42267,,
LARCENY,201531044,6/1/2020,OLYMPIAN WAY SW / CASCADE AVE SW,404,West End,T,33.73531,-84.43658,,
BURGLARY,201531101,6/1/2020,1579 MONROE DR NE @ANSLEY MALL II,613,Piedmont Heights,F,33.79819,-84.36974,,
LARCENY,201531134,6/1/2020,249 CHALMERS DR NW,112,Collier Heights,I,33.76216,-84.47674,,
AUTO THEFT,201531153,6/1/2020,2559 JONESBORO RD SE,310,Browns Mill Park,Z,33.68396,-84.36623,,
LARCENY,201531211,6/1/2020,12 KINGS TAVERN PL NW,204,Westover Plantation,C,33.82347,-84.44183,,
LARCENY,201531242,6/1/2020,160 PONCE DE LEON AVE,505,Midtown,E,33.77282,-84.38211,,
AUTO THEFT,201531262,6/1/2020,375 AUBURN AVE NE,604,Sweet Auburn,M,33.75523,-84.37513,,
AUTO THEFT,201531285,6/1/2020,370 NORTHSIDE DR NW,506,English Avenue,L,33.76527,-84.40498,,
AGG ASSAULT,201531321,6/1/2020,361 EDGEWOOD AVE SE,604,Sweet Auburn,M,33.75417,-84.37585,,
LARCENY,201531399,6/1/2020,720 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.77276,-84.41089,,
LARCENY,201531438,6/1/2020,1816 PEACHTREE ROAD,207,Ardmore,E,33.80462,-84.39389,,
LARCENY,201531472,6/1/2020,136 MURRAY HILL AVE NE,610,Kirkwood,O,33.75608,-84.31575,,
LARCENY,201531504,6/1/2020,2489 JONESBORO RD SE,310,Browns Mill Park,Z,33.68601,-84.36487,,
AGG ASSAULT,201531508,6/1/2020,MCWILLIAMS RD SE / JONESBORO RD SE,310,Leila Valley,Z,33.68874,-84.364,,
AUTO THEFT,201531538,6/1/2020,2900 PEACHTREE RD NW @Multiple,206,Peachtree Heights West,B,33.83399,-84.3841,,
AGG ASSAULT,201531574,6/1/2020,232 FORSYTH STREET,510,Downtown,M,33.75311,-84.38764,,
ROBBERY,201531618,6/1/2020,29 MORELAND AVE SE,609,Reynoldstown,N,33.75276,-84.34968,,
BURGLARY,201511155,6/1/2020,64 PEACHTRTEE STREET,508,Downtown,M,33.7554,-84.3891,,
HOMICIDE,201521420,6/1/2020,2382 PEACHTREE RD NE ,211,Peachtree Heights West,B,33.82139,-84.38797,,
AGG ASSAULT,201530059,6/1/2020,1937 PIEDMONT CIR NE,212,Piedmont Heights,F,33.81022,-84.36771,,
AGG ASSAULT,201530061,6/1/2020,1181 MCPHERSON AVE SE,612,East Atlanta,W,33.74299,-84.34879,,
BURGLARY,201530105,6/1/2020,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,,
LARCENY,201530116,6/1/2020,2051 DELANO DR NE @BESSIE BRANHAM PARK,610,Kirkwood,O,33.75522,-84.3206,,
BURGLARY,201530125,6/1/2020,950 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.70835,-84.35926,,
LARCENY,201530249,6/1/2020,1019 DILL AVE SW,301,Capitol View,X,33.71858,-84.42154,,
AGG ASSAULT,201530294,6/1/2020,598 WELLS ST SW,303,Pittsburgh,V,33.73934,-84.40761,,
LARCENY,201530303,6/1/2020,792 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.77295,-84.41323,,
AUTO THEFT,201530328,6/1/2020,307 LOVE ST SW,303,Mechanicsville,V,33.73438,-84.39786,,
LARCENY,201530336,6/1/2020,1200 PONCE DE LEON AVE NE,608,Druid Hills,N,33.77466,-84.34819,,
LARCENY,201530339,6/1/2020,2435 CAMPBELLTON RD SW,409,Southwest,R,33.70418,-84.4669,,
AUTO THEFT,201530355,6/1/2020,470 CANDLER ST NE,608,Candler Park,N,33.76714,-84.34594,,
LARCENY,201530386,6/1/2020,3550 ZIP INDUSTRIAL BLVD,313,Blair Villa/Poole Creek,Z,33.65776,-84.38219,,
BURGLARY,201530387,6/1/2020,835 OAK ST SW,401,West End,T,33.741,-84.41496,,
AUTO THEFT,201530392,6/1/2020,632 ELOISE ST SE,605,Grant Park,W,33.73624,-84.36261,,
LARCENY,201530422,6/1/2020,2135 BRIAR GLEN LN SW,412,Briar Glen,P,33.69523,-84.5026,,
LARCENY,201530516,6/1/2020,145 EDGEWOOD AVE SE,510,Downtown,M,33.75421,-84.38294,,
AUTO THEFT,201530525,6/1/2020,433 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76101,-84.37345,,
BURGLARY,201530609,6/1/2020,78 BROAD ST NW,508,Downtown,M,33.7561,-84.38902,,
